Time (s),power (dB),amplitude (real),amplitude (imag)
-1.965462461755707e-05,-47.51102694290665,-8.623591633285388e-09,9.543806129903944e-09
-1.963461991056719e-05,-46.60836751666159,4.845201147924478e-10,-1.4263190022921252e-08
-1.961461520357731e-05,-47.401693518148704,7.992101577228835e-09,1.0285667830829783e-08
-1.9594610496587432e-05,-50.05299134349883,-9.535706424488463e-09,-1.1024124597510016e-09
-1.957460578959755e-05,-54.02490317725699,2.8864595589768087e-09,-5.34695819655453e-09
-1.955460108260767e-05,-52.67545982371212,6.1586968768608376e-09,3.527974336236176e-09
-1.953459637561779e-05,-48.91088403872172,-9.769811350169565e-09,4.9409585429161446e-09
-1.951459166862791e-05,-47.02930905982882,4.832072035532365e-09,-1.2708652424128809e-08
-1.949458696163803e-05,-46.930746241754605,4.377435389746892e-09,1.3036109510481315e-08
-1.9474582254648152e-05,-48.59118988217736,-9.874798217233118e-09,-5.613096681176637e-09
-1.945457754765827e-05,-52.14206161154732,6.857668425398248e-09,-3.151460575919103e-09
-1.943457284066839e-05,-54.10147367977186,2.117962847200931e-09,5.6383139190441715e-09
-1.941456813367851e-05,-50.32547131004253,-9.294805759869616e-09,3.846658735475245e-10
-1.939456342668863e-05,-47.49483821942462,8.400960473099388e-09,-9.772016896667311e-09
-1.937455871969875e-05,-46.53164696760783,-1.1943548395303267e-10,1.4397536473341058e-08
-1.9354554012708872e-05,-47.2653187253232,-8.43270226691354e-09,-1.0196595465357503e-08
-1.9334549305718992e-05,-49.81189554818161,9.841039435273651e-09,7.476475204298001e-10
-1.931454459872911e-05,-53.50901081580241,-2.8547207821924046e-09,5.781796480163168e-09
-1.929453989173923e-05,-52.22323627469339,-6.481636199461689e-09,-3.7273267253459836e-09
-1.927453518474935e-05,-48.639495401757586,1.0068411964209743e-08,-5.120398876326469e-09
-1.925453047775947e-05,-46.82412163431124,-4.8127695871618285e-09,1.3062905091549338e-08
-1.9234525770769592e-05,-46.76598881839152,-4.6749031043294354e-09,-1.3212082193111155e-08
-1.9214521063779712e-05,-48.47002727121543,1.0121679039162222e-08,5.4972937876402505e-09
-1.919451635678983e-05,-52.10410543268878,-6.8238450104051254e-09,3.3006742095197272e-09
-1.917451164979995e-05,-54.20866505934214,-2.268313685581792e-09,-5.499699965480924e-09
-1.915450694281007e-05,-50.42246605317192,9.16651654660091e-09,-7.778023589746861e-10
-1.913450223582019e-05,-47.618297898404194,-7.838989259057135e-09,9.998211601778795e-09
-1.9114497528830313e-05,-46.721433282244334,-5.374948433435186e-10,-1.4076589536467075e-08
-1.9094492821840432e-05,-47.56328810350274,8.627024358033062e-09,9.436418175359575e-09
-1.907448811485055e-05,-50.28769184438755,-9.342512679916658e-09,-1.222700649429537e-10
-1.905448340786067e-05,-54.027372002520195,2.0281754248233135e-09,-5.726004924631949e-09
-1.903447870087079e-05,-52.12617025465471,6.954422603731756e-09,2.9671752598542264e-09
-1.901447399388091e-05,-48.50407751939554,-9.753360191265979e-09,6.0418943925999586e-09
-1.8994469286891033e-05,-46.766177678138064,3.877885488927221e-09,-1.3467267646784578e-08
-1.8974464579901152e-05,-46.786007222032225,5.592524617434605e-09,1.2815390560636125e-08
-1.895445987291127e-05,-48.56760106460999,-1.0408091681987696e-08,-4.625234652696271e-09
-1.893445516592139e-05,-52.20257162714765,6.361259627290041e-09,-3.963027618146167e-09
-1.891445045893151e-05,-53.83002628782458,2.9990012063266728e-09,5.442617426668454e-09
-1.8894445751941633e-05,-50.07996434512208,-9.457417971590587e-09,1.4600473383900301e-09
-1.8874441044951753e-05,-47.457432028105416,7.357660803495534e-09,-1.064752644536283e-08
-1.8854436337961872e-05,-46.71652416933057,1.4033104281668766e-09,1.4024779112843775e-08
-1.8834431630971992e-05,-47.7406275338364,-9.055647791594098e-09,-8.6559833913668e-09
-1.881442692398211e-05,-50.73982840997476,8.845861563081717e-09,-6.4569581126063e-10
-1.879442221699223e-05,-54.5821477343203,-1.0199185008433285e-09,5.606718422878832e-09
-1.8774417510002353e-05,-52.02837639128262,-7.4205797085176855e-09,-1.845271512166304e-09
-1.8754412803012473e-05,-48.46166691659744,8.959618237204542e-09,-7.255997888858953e-09
-1.8734408096022592e-05,-46.920578292813246,-2.2387010866183916e-09,1.3584313175199722e-08
-1.8714403389032712e-05,-47.18732884712017,-6.76283030557379e-09,-1.1511630156508043e-08
-1.869439868204283e-05,-49.310438044148924,1.0053323351142013e-08,2.8736074060206345e-09
-1.867439397505295e-05,-53.256504793704266,-4.710035265837544e-09,4.677956527601576e-09
-1.8654389268063074e-05,-53.61951384130012,-4.547963028459251e-09,-4.455338655212309e-09
-1.8634384561073193e-05,-49.598539194344994,9.54100654440783e-09,-3.3584144249615183e-09
-1.8614379854083312e-05,-47.25933758210223,-5.853060349854936e-09,1.1877036686363077e-08
-1.8594375147093432e-05,-46.78863119861501,-3.2712226324824754e-09,-1.35901279935775e-08
-1.857437044010355e-05,-48.09260433258308,9.787601156022324e-09,6.994058590276991e-09
-1.855436573311367e-05,-51.39786707744085,-7.95678446404774e-09,2.0725410971472736e-09
-1.8534361026123794e-05,-54.71100823216324,-5.707282226490834e-10,-5.58572832745732e-09
-1.8514356319133913e-05,-51.404905433191686,8.203212077898348e-09,4.513104482235661e-10
-1.8494351612144033e-05,-48.157605817802505,-8.146637808930636e-09,8.729058229112915e-09
-1.8474346905154152e-05,-46.93259760613509,4.70349540369403e-10,-1.3740460962624672e-08
-1.845434219816427e-05,-47.52776310075461,7.930400934150083e-09,1.0095689609107252e-08
-1.843433749117439e-05,-50.089531957680265,-9.497832778934927e-09,-1.0789562806140728e-09
-1.8414332784184514e-05,-54.29422846603913,2.8118601643593177e-09,-5.176382079062333e-09
-1.8394328077194633e-05,-53.048806710673944,6.100629454335265e-09,3.0014568016073107e-09
-1.8374323370204753e-05,-49.03872646755943,-9.174027745207906e-09,5.676492150478078e-09
-1.8354318663214872e-05,-47.0754018449436,3.5835272663564675e-09,-1.3040917150834895e-08
-1.833431395622499e-05,-46.98824420972383,5.680502471160833e-09,1.2423642221462092e-08
-1.831430924923511e-05,-48.742137073765974,-1.0289512555454196e-08,-4.3286465020484235e-09
-1.8294304542245234e-05,-52.46042305658668,6.075573041811251e-09,-4.002583339538736e-09
-1.8274299835255353e-05,-54.101589164887855,3.2106707189297374e-09,5.0957805466077035e-09
-1.8254295128265473e-05,-50.15627266495545,-9.263154969835042e-09,2.042910626218773e-09
-1.8234290421275592e-05,-47.48887567642652,6.668769506897114e-09,-1.1037396463212757e-08
-1.8214285714285712e-05,-46.751110525262135,2.249030978964369e-09,1.385747933539978e-08
-1.819428100729583e-05,-47.803380243491404,-9.519186229532218e-09,-8.00403992894901e-09
-1.8174276300305954e-05,-50.85732330660676,8.658517080196479e-09,-1.2635474734514458e-09
-1.8154271593316073e-05,-54.64428927188476,-4.704069525935599e-10,5.638516764729223e-09
-1.8134266886326193e-05,-51.892981497365184,-7.67261643015919e-09,-1.2052181712993198e-09
-1.8114262179336312e-05,-48.371215478278,8.430749352691293e-09,-8.040161835606744e-09
-1.8094257472346432e-05,-46.902512139868236,-1.0955515144413183e-09,1.3752644948908822e-08
-1.807425276535655e-05,-47.26755195519439,-7.732791982979279e-09,-1.0732890929336357e-08
-1.8054248058366674e-05,-49.54015378592078,1.0048675063432334e-08,1.6488163108068456e-09
-1.8034243351376794e-05,-53.50694300817827,-3.67394844500247e-09,5.300991006538511e-09
-1.8014238644386913e-05,-53.01304471399962,-5.699581289278495e-09,-3.75811375717342e-09
-1.7994233937397032e-05,-49.02486517275031,9.579264552860455e-09,-4.999509693396009e-09
-1.7974229230407152e-05,-46.88549938058401,-4.351343288031406e-09,1.3120531905011762e-08
-1.795422452341727e-05,-46.601771648931816,-5.375430168293801e-09,-1.3232069556390308e-08
-1.7934219816427394e-05,-48.10121770022681,1.0863095163255434e-08,5.140080585133004e-09
-1.7914215109437514e-05,-51.48166969298438,-7.133283952805952e-09,3.928112922404127e-09
-1.7894210402447633e-05,-53.66388233849867,-2.4963306366292354e-09,-5.821541649038591e-09
-1.7874205695457753e-05,-50.187235807518704,9.380181257957402e-09,-1.1629674769059625e-09
-1.7854200988467872e-05,-47.4122887145607,-7.350690277035215e-09,1.0734178025139929e-08
-1.7834196281477995e-05,-46.530273354158766,-1.7192741402196382e-09,-1.4297307274922318e-08
-1.7814191574488114e-05,-47.4237016124527,9.63790529806715e-09,8.71331177866514e-09
-1.7794186867498234e-05,-50.27339996717296,-9.314813889443522e-09,9.052565674949918e-10
-1.7774182160508353e-05,-54.17631187990827,1.1410869623229578e-09,-5.861271824652328e-09
-1.7754177453518473e-05,-52.054405852735044,7.422847838253166e-09,1.7383807997086968e-09
-1.7734172746528592e-05,-48.459452527839915,-8.628144502850318e-09,7.651612882890224e-09
-1.7714168039538715e-05,-46.87513223773877,1.4293554497609718e-09,-1.376576083089718e-08
-1.7694163332548834e-05,-47.13368514335423,7.610944366704026e-09,1.106988959035336e-08
-1.7674158625558954e-05,-49.2890738320105,-1.0283967374370213e-08,-2.026346717194182e-09
-1.7654153918569073e-05,-53.275301666653576,4.162566129363886e-09,-5.152711290709966e-09
-1.7634149211579193e-05,-53.397474047617436,5.206659904509513e-09,3.943470295029525e-09
-1.7614144504589312e-05,-49.36731319362727,-9.32423483452259e-09,4.57855488869561e-09
-1.7594139797599435e-05,-47.118793616196285,4.440289338601698e-09,-1.2703252830808574e-08
-1.7574135090609555e-05,-46.77033037287177,5.03432625922801e-09,1.3071845362605907e-08
-1.7554130383619674e-05,-48.25195539592548,-1.0523555165538184e-08,-5.362385223265185e-09
-1.7534125676629793e-05,-51.78570178413105,7.083707965212405e-09,-3.413400004027261e-09
-1.7514120969639913e-05,-54.57886116805571,2.096585504541227e-09,5.301362081483612e-09
-1.7494116262650032e-05,-50.880533573857946,-8.623886527387667e-09,1.3367662540225336e-09
-1.7474111555660155e-05,-47.919288802611305,6.591954788764281e-09,-1.0351428096157133e-08
-1.7454106848670275e-05,-47.00635795509359,2.0232904176781497e-09,1.3481267341906145e-08
-1.7434102141680394e-05,-47.98157283220689,-9.233210646696642e-09,-7.95042532852839e-09
-1.7414097434690514e-05,-51.11419686800326,8.433413405246378e-09,-1.0230518817466338e-09
-1.7394092727700633e-05,-55.49692350574986,-4.784701371619048e-10,5.1067119960388205e-09
-1.7374088020710753e-05,-52.55482595180368,-7.173921926801231e-09,-5.743750801934529e-10
-1.7354083313720875e-05,-48.7743832168625,7.414474305704496e-09,-8.28945198452507e-09
-1.7334078606730995e-05,-47.274127096687295,-5.636577622428831e-11,1.3218286938964727e-08
-1.7314073899741114e-05,-47.720957100543586,-8.042559970624118e-09,-9.641598980908821e-09
-1.7294069192751234e-05,-50.225718059378664,9.368176458074928e-09,8.884977241255865e-10
-1.7274064485761353e-05,-54.69873095013227,-2.6982402631183004e-09,4.933035563285802e-09
-1.7254059778771473e-05,-53.719528639078845,-5.799604819597734e-09,-2.4445434114366365e-09
-1.7234055071781595e-05,-49.47226677359117,8.286736949368143e-09,-6.054593124739241e-09
-1.7214050364791715e-05,-47.436102246133885,-2.481737313043618e-09,1.2734624977339125e-08
-1.7194045657801834e-05,-47.37814719367043,-6.257752395192318e-09,-1.1464361435532493e-08
-1.7174040950811954e-05,-49.29239719614023,9.892565183093067e-09,3.4524164158140795e-09
-1.7154036243822073e-05,-53.53764431434476,-5.118840885649157e-09,3.886237103409806e-09
-1.7134031536832193e-05,-55.34360587659222,-3.5917213014616795e-09,-3.788441687396926e-09
-1.7114026829842316e-05,-50.709998912377756,8.139384716100635e-09,-3.599831182573977e-09
-1.7094022122852435e-05,-48.00506468483684,-4.3138099549951704e-09,1.1360087851047998e-08
-1.7074017415862554e-05,-47.44391825297896,-4.281002325673779e-09,-1.2235196836676682e-08
-1.7054012708872674e-05,-48.87370241565759,9.572586734486549e-09,5.409109066042734e-09
-1.7034008001882793e-05,-52.67125344661068,-6.567854834880388e-09,2.699675660230014e-09
-1.7014003294892913e-05,-56.01361521428251,-1.9337475727496286e-09,-4.429131995827049e-09
-1.6993998587903036e-05,-51.476133195151476,7.92032836253534e-09,-1.9148895984204768e-09
-1.6973993880913155e-05,-48.21568665046726,-5.685530859461779e-09,1.040889040341663e-08
-1.6953989173923275e-05,-47.20285493875406,-2.7604213178500777e-09,-1.3038307236912686e-08
-1.6933984466933394e-05,-48.13862639671831,9.520328608021854e-09,7.249269053303831e-09
-1.6913979759943514e-05,-51.24409373684142,-8.21571947900832e-09,1.5951314983427537e-09
-1.6893975052953636e-05,-55.352641158627335,1.2011084465238297e-11,-5.2149754547523275e-09
-1.6873970345963756e-05,-52.26749468742773,7.436420972956722e-09,1.9337011041533897e-10
-1.6853965638973875e-05,-48.60751494786007,-7.157868479317546e-09,8.792004593222512e-09
-1.6833960931983995e-05,-47.183770152048794,-5.887433940016087e-10,-1.3343650479986421e-08
-1.6813956224994114e-05,-47.70783381649295,8.551582908138291e-09,9.219040622488936e-09
-1.6793951518004234e-05,-50.33575907138453,-9.286685685716053e-09,-3.067416776565449e-10
-1.6773946811014356e-05,-54.95461736541017,2.135631686029112e-09,-5.024485682800147e-09
-1.6753942104024476e-05,-53.559376943718405,6.16051996808638e-09,1.7740303596540053e-09
-1.6733937397034595e-05,-49.30236257383143,-7.781622725238545e-09,6.9983393960882115e-09
-1.6713932690044715e-05,-47.364512188831355,1.1674781011114737e-09,-1.302936944837501e-08
-1.6693927983054834e-05,-47.434259586431466,7.492254007596335e-09,1.0595624508512683e-08
-1.6673923276064954e-05,-49.516026876822394,-1.0031145420638066e-08,-1.9100411951272318e-09
-1.6653918569075077e-05,-53.70434671759375,3.973063264444789e-09,-4.895374419307611e-09
-1.6633913862085196e-05,-54.000906068331034,5.079944701702696e-09,3.364572636859098e-09
-1.6613909155095315e-05,-49.63956056742691,-8.62967219316979e-09,5.1842735188151054e-09
-1.6593904448105435e-05,-47.27955421751483,3.2499114384875935e-09,-1.280414595453147e-08
-1.6573899741115554e-05,-46.9257058781522,6.121802019093895e-09,1.2322549596616716e-08
-1.6553895034125674e-05,-48.487032427180736,-1.0735487883210141e-08,-4.110896046110916e-09
-1.6533890327135797e-05,-52.18644020068555,6.237390437788949e-09,-4.180335237045267e-09
-1.6513885620145916e-05,-54.53357331412539,3.176063580348327e-09,4.770053709651749e-09
-1.6493880913156036e-05,-50.49390440433791,-8.650903317168433e-09,2.9001995861145714e-09
-1.6473876206166155e-05,-47.67094392973871,5.02403760417853e-09,-1.1585687455031506e-08
-1.6453871499176275e-05,-46.938138471275636,4.25786341112281e-09,1.3063349093998358e-08
-1.6433866792186394e-05,-48.14887989380816,-1.0370508692823048e-08,-5.94167022708424e-09
-1.6413862085196517e-05,-51.56835021249739,7.490257765394026e-09,-2.9831892444805254e-09
-1.6393857378206636e-05,-55.00742591326946,1.637254122409242e-09,5.173542159003112e-09
-1.6373852671216756e-05,-51.19759495197718,-8.278724842278057e-09,1.503050846020134e-09
-1.6353847964226875e-05,-47.911617008897394,6.029830874853414e-09,-1.0701091115057583e-08
-1.6333843257236995e-05,-46.806111632616506,3.047654537323098e-09,1.36132068404607e-08
-1.6313838550247114e-05,-47.622964115907706,-1.0340134165330606e-08,-7.3703648058098904e-09
-1.6293833843257237e-05,-50.495830643582394,8.858400259549322e-09,-2.1774101744001728e-09
-1.6273829136267356e-05,-54.171852200742165,8.85868910772312e-11,5.973723548156152e-09
-1.6253824429277476e-05,-51.542112406920495,-8.0792598246824e-09,-3.5049296599409813e-10
-1.6233819722287595e-05,-48.054086798512316,7.530513966835767e-09,-9.449578122022168e-09
-1.6213815015297715e-05,-46.63320864029046,1.101987324372054e-09,1.4187928376662344e-08
-1.6193810308307834e-05,-47.100570574855766,-9.704723421490451e-09,-9.363150756702284e-09
-1.6173805601317957e-05,-49.558736621688524,1.0149342430305974e-08,-4.925121261897629e-10
-1.6153800894328076e-05,-53.606627455553365,-2.002235995603048e-09,6.053553698923762e-09
-1.6133796187338196e-05,-52.43682688196162,-7.008882880877203e-09,-2.0241548113024075e-09
-1.6113791480348315e-05,-48.583305238243554,8.281646642393828e-09,-7.788919676418055e-09
-1.6093786773358435e-05,-46.75753595939699,-5.363773576927258e-10,1.4018159478062088e-08
-1.6073782066368554e-05,-46.87118590756066,-8.87370693670385e-09,-1.0628766611258443e-08
-1.6053777359378677e-05,-48.93467239481981,1.0892334085648661e-08,7.513959568971517e-10
-1.6033772652388797e-05,-52.710414970539375,-3.4351391796967922e-09,6.178360040442869e-09
-1.6013767945398916e-05,-52.41858211617182,-6.4780560984975404e-09,-3.3882866185198847e-09
-1.5993763238409036e-05,-48.52757892755562,9.309124309913957e-09,-6.652994451069096e-09
-1.5973758531419155e-05,-46.41946741138409,-2.1438406793771157e-09,1.4426771331785916e-08
-1.5953753824429274e-05,-46.20486812362009,-8.363860473393525e-09,-1.239149883565293e-08
-1.5933749117439397e-05,-47.81583500721558,1.2207538416215125e-08,2.2831142149144694e-09
-1.5913744410449517e-05,-51.12714050944945,-5.588365958954796e-09,6.381574362444846e-09
-1.5893739703459636e-05,-52.163994855779094,-5.332784781242875e-09,-5.3135476916447986e-09
-1.5873734996469756e-05,-48.72855236509082,1.0198589501314894e-08,-4.581529760243063e-09
-1.5853730289479875e-05,-46.40296188852028,-4.324276969480748e-09,1.3958453736684677e-08
-1.5833725582489998e-05,-45.91951183653285,-6.763126019119823e-09,-1.3890362997169213e-08
-1.5813720875500117e-05,-47.23334919184103,1.2527743382141909e-08,4.407975059792682e-09
-1.5793716168510237e-05,-50.371868265826436,-7.462417681053853e-09,5.471204469725289e-09
-1.5773711461520356e-05,-52.46119836272078,-3.620364051067109e-09,-6.310053602588733e-09
-1.5753706754530476e-05,-49.27776602081735,1.0133385731200314e-08,-2.732579875839737e-09
-1.5733702047540595e-05,-46.60134909670538,-5.799973700823881e-09,1.3052320370202414e-08
-1.5713697340550718e-05,-45.78262441243723,-5.32445279593618e-09,-1.4763983751380109e-08
-1.5693692633560837e-05,-46.735120481284014,1.265688678522722e-08,6.133357565481752e-09
-1.5673687926570957e-05,-49.45788084299667,-9.13905463473481e-09,4.7069378168948865e-09
-1.5653683219581076e-05,-51.969964707540385,-2.0022466961912758e-09,-7.4332200361694576e-09
-1.5633678512591196e-05,-49.473114778401026,1.0241284305267695e-08,-6.508752263996713e-10
-1.5613673805601315e-05,-46.62295944063476,-7.710660505844714e-09,1.1980646360395695e-08
-1.5593669098611438e-05,-45.51903434494366,-3.291360483736946e-09,-1.583999349549407e-08
-1.5573664391621558e-05,-46.14467444853659,1.2406178320502397e-08,8.526986165752385e-09
-1.5553659684631677e-05,-48.536512960417156,-1.1008478033542202e-08,3.076766813877357e-09
-1.5533654977641797e-05,-51.634853874591755,4.221190511714794e-10,-7.989829693862144e-09
-1.5513650270651916e-05,-50.213297290669374,9.292307392093879e-09,1.5680568458539163e-09
-1.5493645563662035e-05,-47.14423775108952,-8.8980308095942e-09,1.0042708863488057e-08
-1.5473640856672158e-05,-45.72928418534798,-1.1915494375711668e-09,-1.574640444250496e-08
-1.5453636149682278e-05,-46.08889993415181,1.1286972571895202e-08,1.0107234445037231e-08
-1.5433631442692397e-05,-48.26971301541221,-1.170031899177578e-08,1.4260762425800608e-09
-1.5413626735702517e-05,-51.62682717144503,2.055722865001464e-09,-7.740025230465932e-09
-1.5393622028712636e-05,-50.83112637642785,8.336068975733436e-09,2.745846692448926e-09
-1.5373617321722756e-05,-47.50727722228427,-9.437935470210006e-09,8.747505627947168e-09
-1.535361261473288e-05,-45.80121760467404,1.6222556744380853e-10,-1.5660344000097733e-08
-1.5333607907742998e-05,-45.89412386395759,1.0578654799235995e-08,1.13213733006369e-08
-1.5313603200753117e-05,-47.7832669799445,-1.2465385589505444e-08,1.083737906728139e-10
-1.5293598493763237e-05,-51.09809877087298,3.7059765682933898e-09,-7.661777979799182e-09
-1.5273593786773356e-05,-51.249225363522896,7.272327025697511e-09,4.131953207096106e-09
-1.5253589079783476e-05,-47.97231231517392,-9.968402092402977e-09,7.029175304663046e-09
-1.5233584372793599e-05,-46.05148897763124,1.8928011419452253e-09,-1.5098184905353028e-08
-1.5213579665803718e-05,-45.94234656756501,9.118075481917334e-09,1.2421396315790876e-08
-1.5193574958813837e-05,-47.66728580263063,-1.2516357266907914e-08,-1.715892832529675e-09
-1.5173570251823957e-05,-51.17993414067837,5.181424773701663e-09,-6.65114785447042e-09
-1.5153565544834076e-05,-52.355588710449496,5.673781693396826e-09,4.694120279230926e-09
-1.5133560837844196e-05,-48.8360868734064,-9.546451697790543e-09,5.5506553377694106e-09
-1.5113556130854319e-05,-46.554137786997785,2.7780710272027295e-09,-1.4089529995823932e-08
-1.5093551423864438e-05,-46.188763895294755,7.986363318814572e-09,1.2670900749569683e-08
-1.5073546716874558e-05,-47.69823340081393,-1.2288789199916267e-08,-2.730542798890977e-09
-1.5053542009884677e-05,-51.09612812464263,5.982768827275817e-09,-6.0561091200817415e-09
-1.5033537302894796e-05,-52.73854199073634,4.788538289379007e-09,5.169102033005535e-09
-1.5013532595904916e-05,-49.20107686342459,-9.576747104233066e-09,4.516724319679679e-09
-1.4993527888915039e-05,-46.70065441490874,3.758376947147653e-09,-1.3611230150752139e-08
-1.4973523181925158e-05,-46.13890988668621,7.008340802218052e-09,1.3334426040467168e-08
-1.4953518474935278e-05,-47.451386674689445,-1.2311265673240044e-08,-4.021325371037191e-09
-1.4933513767945397e-05,-50.77018322475493,7.106981085162629e-09,-5.254435557883405e-09
-1.4913509060955517e-05,-53.410921647801786,3.4229763465509606e-09,5.550820504550397e-09
-1.4893504353965636e-05,-50.07968071769315,-9.000343015768446e-09,3.2518147589478224e-09
-1.4873499646975759e-05,-47.31593409813266,4.314488249023446e-09,-1.2427290913718234e-08
-1.4853494939985878e-05,-46.602221752642805,5.851365244984368e-09,1.3027789500627287e-08
-1.4833490232995998e-05,-47.87229551915763,-1.1430229849619644e-08,-4.646963844930988e-09
-1.4813485526006117e-05,-51.38927583927415,7.023799026946361e-09,-4.290217182450639e-09
-1.4793480819016237e-05,-54.59262495504032,2.8396422420005433e-09,4.932920573256956e-09
-1.477347611202636e-05,-50.70491149646486,-8.289503898148933e-09,3.2535110142290833e-09
-1.4753471405036479e-05,-47.64247340485309,3.930399876717579e-09,-1.204449713345839e-08
-1.4733466698046598e-05,-46.796112771644204,5.855751416382606e-09,1.2679366691546495e-08
-1.4713461991056718e-05,-47.966969336005434,-1.1327664884458183e-08,-4.54373234751114e-09
-1.4693457284066837e-05,-51.354276038186555,7.06886267345716e-09,-4.2800720720512e-09
-1.4673452577076957e-05,-54.5283579569587,2.683030051516137e-09,5.067701999353166e-09
-1.465344787008708e-05,-50.81818741765463,-8.289652129656736e-09,2.9225374011745432e-09
-1.4633443163097199e-05,-47.7427810689924,4.2627056738623635e-09,-1.1776346962416002e-08
-1.4613438456107319e-05,-46.85524433903868,5.358895099631888e-09,1.2794553906001238e-08
-1.4593433749117438e-05,-47.98698302170865,-1.1070741700899249e-08,-5.0710245920382716e-09
-1.4573429042127557e-05,-51.42858978632361,7.317992946204363e-09,-3.684597342227278e-09
-1.4553424335137677e-05,-55.29602558925279,2.061233297806585e-09,4.827451288570001e-09
-1.45334196281478e-05,-51.468716863914494,-7.704090516826119e-09,2.6756076894572466e-09
-1.451341492115792e-05,-48.13351510818583,4.028129781714923e-09,-1.1275253851961504e-08
-1.4493410214168039e-05,-47.13088101624493,5.248370104842072e-09,1.2370937825545202e-08
-1.4473405507178158e-05,-48.20904853041242,-1.0826068287542437e-08,-4.866382908594608e-09
-1.4453400800188278e-05,-51.620429955322464,7.090386286584541e-09,-3.735632370899179e-09
-1.4433396093198397e-05,-55.19669722079527,2.2732778383646736e-09,4.798187955510017e-09
-1.441339138620852e-05,-51.20744726995687,-7.915749786440343e-09,2.824345377074708e-09
-1.439338667921864e-05,-47.894471259491866,4.134877813776372e-09,-1.1591885561693498e-08
-1.4373381972228759e-05,-46.868877307756634,5.3964528670709345e-09,1.2755139669879944e-08
-1.4353377265238878e-05,-47.87419458808097,-1.1235457171939487e-08,-5.093365403065464e-09
-1.4333372558248998e-05,-51.130607937123784,7.570398631561322e-09,-3.819157531162186e-09
-1.4313367851259117e-05,-54.8912788471298,1.9554781420182884e-09,5.14007517991569e-09
-1.429336314426924e-05,-51.40152126007831,-7.85813095355461e-09,2.4080621753159283e-09
-1.427335843727936e-05,-48.082284849521784,4.2911487328498605e-09,-1.1253635205563563e-08
-1.4253353730289479e-05,-47.0521879184212,5.104770433501408e-09,1.256299329297633e-08
-1.4233349023299598e-05,-48.107588431247734,-1.0872527187448036e-08,-5.099383325129298e-09
-1.4213344316309718e-05,-51.55015142823888,7.25387612407096e-09,-3.5577554631894355e-09
-1.4193339609319837e-05,-55.564612765230976,2.0292471801547713e-09,4.667199082214729e-09
-1.417333490232996e-05,-51.55152770688812,-7.554105013130714e-09,2.8620198152055748e-09
-1.415333019534008e-05,-48.12820861717026,3.7177550931837574e-09,-1.1389062567482551e-08
-1.4133325488350199e-05,-47.09493488458972,5.6139550250649395e-09,1.2270692391003952e-08
-1.4113320781360318e-05,-48.15918705018899,-1.102117829244686e-08,-4.5875807512459266e-09
-1.4093316074370438e-05,-51.56546542675363,7.0393549621147185e-09,-3.936248694694124e-09
-1.4073311367380557e-05,-55.25383461116104,2.337477818519844e-09,4.728439802975928e-09
-1.405330666039068e-05,-51.361245249666865,-7.692920876155464e-09,2.999551605749912e-09
-1.40333019534008e-05,-48.07801080763298,3.672093390403467e-09,-1.1476794850107763e-08
-1.4013297246410919e-05,-47.121326491731395,5.64681242850015e-09,1.2210517113137783e-08
-1.3993292539421039e-05,-48.26804960290292,-1.088509500032009e-08,-4.527591819758973e-09
-1.3973287832431158e-05,-51.862159662612925,6.81927914036351e-09,-3.774738425145995e-09
-1.3953283125441277e-05,-55.86369231818102,2.365662885231124e-09,4.31052212188934e-09
-1.39332784184514e-05,-51.55294017738319,-7.3151020305652045e-09,3.4239921711954483e-09
-1.391327371146152e-05,-48.18017831861178,2.9718878219965873e-09,-1.1532258733302197e-08
-1.389326900447164e-05,-47.236271586827,6.272731844749776e-09,1.1700802960575718e-08
-1.3873264297481759e-05,-48.430193170645424,-1.0978593862614919e-08,-3.6553461304375137e-09
-1.3853259590491878e-05,-52.00616066379979,6.225227518092795e-09,-4.4739729635756706e-09
-1.3833254883501998e-05,-54.96993121758254,3.3055941271463625e-09,4.332956267719742e-09
-1.381325017651212e-05,-50.64795135137618,-7.953543943251312e-09,4.133917957594224e-09
-1.379324546952224e-05,-47.55234304398613,2.8474185926131506e-09,-1.2481035374595231e-08
-1.377324076253236e-05,-46.71233794629606,7.043581413334859e-09,1.221651575302399e-08
-1.3753236055542479e-05,-47.9066227130331,-1.1796759826283753e-08,-3.4470666841533316e-09
-1.3733231348552598e-05,-51.32206564571979,6.547798687190102e-09,-5.091416617642562e-09
-1.3713226641562721e-05,-54.24005335550885,3.492880558691307e-09,4.789244374900016e-09
-1.369322193457284e-05,-50.448119672095174,-8.211850093795037e-09,4.086206960899276e-09
-1.367321722758296e-05,-47.49611107677404,2.8246664189984453e-09,-1.2571437685300535e-08
-1.365321252059308e-05,-46.7469717688563,7.208804609720832e-09,1.2054415003016817e-08
-1.3633207813603199e-05,-48.06715178430946,-1.1671798548545012e-08,-3.055113922555566e-09
-1.3613203106613318e-05,-51.68310541946923,5.98761159954338e-09,-5.239921071900398e-09
-1.3593198399623441e-05,-54.2529334223872,4.0587866617036395e-09,4.3080475717266365e-09
-1.357319369263356e-05,-50.08884159836134,-8.161103742474678e-09,4.978341667697194e-09
-1.355318898564368e-05,-47.2103466782026,2.0103048486636164e-09,-1.3163203389774026e-08
-1.35331842786538e-05,-46.53135969513346,8.235120095850426e-09,1.1811004668321114e-08
