Time (s),power (dB),amplitude (real),amplitude (imag)
-3.693869145681337e-05,-56.30094453023031,-3.4647646431353763e-09,1.007672598983582e-09
-3.691868674982349e-05,-56.38439136973534,3.3623400796295713e-09,-1.211150142578047e-09
-3.6898682042833606e-05,-56.72549089865353,-3.168638940279391e-09,1.3293539240573768e-09
-3.6878677335843726e-05,-57.26653910577119,2.9438025454602666e-09,-1.3260603574491386e-09
-3.6858672628853845e-05,-57.87730995116095,-2.7584347836938087e-09,1.203257757314614e-09
-3.6838667921863964e-05,-58.342366588135974,2.6711589369974795e-09,-1.000995681655761e-09
-3.6818663214874084e-05,-58.43861757149267,-2.709713670330088e-09,7.849706923561572e-10
-3.67986585078842e-05,-58.11154105053427,2.861776854218289e-09,-6.256974898911714e-10
-3.677865380089432e-05,-57.530566981845766,-3.078612348444323e-09,5.759225283150787e-10
-3.675864909390444e-05,-56.93381813621224,3.2904794033033832e-09,-6.535875960418155e-10
-3.673864438691457e-05,-56.493247610551975,-3.4288957568654125e-09,8.359016869238386e-10
-3.671863967992468e-05,-56.29756597259785,3.4485835087505286e-09,-1.0664907978002568e-09
-3.669863497293481e-05,-56.37820114671217,-3.3420088571430625e-09,1.2733460467996295e-09
-3.667863026594493e-05,-56.72523163892507,3.1418302160990918e-09,-1.391783880591449e-09
-3.6658625558955046e-05,-57.28119470288445,-2.910498324849375e-09,1.3850235833448749e-09
-3.6638620851965166e-05,-57.91543169239614,2.7204068967688348e-09,-1.2557972340509107e-09
-3.6618616144975285e-05,-58.40804040050881,-2.6310077449502734e-09,1.0453505516260161e-09
-3.6598611437985405e-05,-58.52451335122336,2.6702062325336927e-09,-8.202820848392973e-10
-3.6578606730995524e-05,-58.199037791484415,-2.8258784652525654e-09,6.515514727111932e-10
-3.6558602024005644e-05,-57.600163635277625,3.05002447268134e-09,-5.924055056164594e-10
-3.653859731701576e-05,-56.97133645105697,-3.274011669042493e-09,6.621720037957695e-10
-3.651859261002588e-05,-56.487954766981915,3.4299009564411018e-09,-8.408489161423512e-10
-3.6498587903036e-05,-56.23936344809849,-3.47108011067519e-09,1.0758875521849814e-09
-3.647858319604613e-05,-56.25755150371205,3.385863898586602e-09,-1.2987173009577432e-09
-3.645857848905625e-05,-56.53718043137695,-3.200133316369597e-09,1.4456262906419897e-09
-3.643857378206637e-05,-57.03598843425269,2.96862468571469e-09,-1.4764897597716046e-09
-3.6418569075076487e-05,-57.65757455287843,-2.757970071689213e-09,1.385792257408694e-09
